Sr. No,Entity Name,Website of RE,Entity Type,Name of the DLA,Name of the owner of DLA (Self-owned/ name of LSP in case DLA is of LSP),Available on (Website/ Name of app store),Link to DLA
553,,www.earlysalary.in,NBFC,Credithaat,Vibhuprada Services Pvt Ltd,Website,https://www.credithaat.com/
554,,www.earlysalary.in,NBFC,Creditmantri,Creditmantri Finserv Pvt Ltd,Website,https://www.creditmantri.com/
555,,www.earlysalary.in,NBFC,Fibe,Social Worth Technologies Limited,Appstore,https://apps.apple.com/in/app/fibe-instant-personal-loan-app/id1094602630
556,,www.earlysalary.in,NBFC,Fibe,Social Worth Technologies Limited,Playstore,https://play.google.com/store/search?q=fibe&c=apps&hl=en
557,,www.earlysalary.in,NBFC,Fibe,Social Worth Technologies Limited,Website,https://www.fibe.in/
558,,www.earlysalary.in,NBFC,Fi Money,Epifi Technologies Pvt Ltd,Appstore,https://apps.apple.com/in/app/fi-money-save-invest-smart/id1531564767
559,,www.earlysalary.in,NBFC,Fi Money,Epifi Technologies Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=com.epifi.paisa&hl=en_IN
560,,www.earlysalary.in,NBFC,Fi Money,Epifi Technologies Pvt Ltd,Website,https://fi.money/
561,,www.earlysalary.in,NBFC,Finance Buddha,Finbud Financials Services Ltd,Website,https://www.financebuddha.com/
562,,www.earlysalary.in,NBFC,Finshell Pay,Growhiz Technologies Pvt Ltd,Playstore,https://play.google.com/store/search?q=finshell&c=apps&hl=en
563,,www.earlysalary.in,NBFC,Flipkart,Flipkart Advanz Private Limited,Appstore,https://apps.apple.com/in/app/flipkart-online-shopping-app/id742044692
564,,www.earlysalary.in,NBFC,Flipkart,Flipkart Advanz Private Limited,Playstore,https://play.google.com/store/apps/details?id=com.flipkart.android&hl=en
565,,www.earlysalary.in,NBFC,Flipkart,Flipkart Advanz Private Limited,Website,https://www.flipkart.com/
566,,www.earlysalary.in,NBFC,GoodScore,Arthvit 1809 Tech Private Limited ,Appstore,https://apps.apple.com/in/app/goodscore-credit-score-app/id6654923902
567,,www.earlysalary.in,NBFC,GoodScore,Arthvit 1809 Tech Private Limited ,Playstore,https://play.google.com/store/apps/details?id=com.rupicard.score
568,,www.earlysalary.in,NBFC,GoodScore,Arthvit 1809 Tech Private Limited ,Website,https://goodscore.app/
569,,www.earlysalary.in,NBFC,Groww credit,Billionbrains Garage Ventures Ltd,Appstore,http://apps.apple.com/in/app/groww-credit-instant-loan-app/id6633433697
570,,www.earlysalary.in,NBFC,Groww credit,Billionbrains Garage Ventures Ltd,Playstore,https://play.google.com/store/apps/details?id=in.groww.dash&hl=en
571,,www.earlysalary.in,NBFC,Groww credit,Billionbrains Garage Ventures Ltd,Website,https://credit.groww.in/
572,,www.earlysalary.in,NBFC,Indialends,GC Web Ventures Private Limited,Appstore,https://apps.apple.com/in/app/indialends-instant-loan-app/id1163514601
573,,www.earlysalary.in,NBFC,Indialends,GC Web Ventures Private Limited,Playstore,https://play.google.com/store/search?q=indialends&c=apps&hl=en
574,,www.earlysalary.in,NBFC,Indialends,GC Web Ventures Private Limited,Website,https://indialends.com/
575,,www.earlysalary.in,NBFC,India Post Payments Bank,India Post Payments Bank Ltd,Appstore,https://apps.apple.com/in/app/ippb-mobile-banking/id1447211192
576,,www.earlysalary.in,NBFC,India Post Payments Bank,India Post Payments Bank Ltd,Playstore,https://play.google.com/store/apps/details?id=com.iexceed.appzillon.ippbMB&hl=en
577,,www.earlysalary.in,NBFC,India Post Payments Bank,India Post Payments Bank Ltd,Website,https://www.ippbonline.com/web/ippb
578,,www.earlysalary.in,NBFC,Indmoney,Finzoomers Services Private Limited,Appstore,https://apps.apple.com/in/app/indmoney-stocks-mutual-fund/id1450178837
579,,www.earlysalary.in,NBFC,Indmoney,Finzoomers Services Private Limited,Playstore,https://play.google.com/store/apps/details?id=in.indwealth&hl=en
580,,www.earlysalary.in,NBFC,Indmoney,Finzoomers Services Private Limited,Website,https://www.indmoney.com/
581,,www.earlysalary.in,NBFC,Jio Finance,Jio Finance Platform and Service Ltd,Appstore,https://apps.apple.com/in/app/jiofinance/id6469583963
582,,www.earlysalary.in,NBFC,Jio Finance,Jio Finance Platform and Service Ltd,Playstore,https://play.google.com/store/apps/details?id=in.jfs.jiofinance&hl=en_IN
583,,www.earlysalary.in,NBFC,Jio Finance,Jio Finance Platform and Service Ltd,Website,https://www.jiofinance.in/
584,,www.earlysalary.in,NBFC,Juspay,Juspay Technologies Private Limited,Appstore,https://apps.apple.com/in/app/juspay-portal/id6740138129
585,,www.earlysalary.in,NBFC,Juspay,Juspay Technologies Private Limited,Playstore,https://play.google.com/store/apps/details?id=io.juspay.juspayportal&hl=en
586,,www.earlysalary.in,NBFC,Juspay,Juspay Technologies Private Limited,Website,https://juspay.io/in
587,,www.earlysalary.in,NBFC,Kashti,Kashti Finserv Private Limited,Website,https://www.kashti.com/
588,,www.earlysalary.in,NBFC,Kpaisa,Kleio Innovation Labs Private Limited,Playstore,https://play.google.com/store/apps/details?id=com.kleio.kpay&hl=en
589,,www.earlysalary.in,NBFC,Kpaisa,Kleio Innovation Labs Private Limited,Website,https://kpaisa.com/
590,,www.earlysalary.in,NBFC,Loans24,Cars24 Financial Services Private Limited,Website,https://www.loans24.co.in/
591,,www.earlysalary.in,NBFC,Loantap,Loantap Financial Technologies Private Limited,Appstore,https://apps.apple.com/in/app/loantap/id1461444558
592,,www.earlysalary.in,NBFC,Loantap,Loantap Financial Technologies Private Limited,Playstore,https://play.google.com/store/apps/details?id=in.loantap.app&hl=en
593,,www.earlysalary.in,NBFC,Loantap,Loantap Financial Technologies Private Limited,Website,https://loantap.in/
594,,www.earlysalary.in,NBFC,Mint Money,HT Digital Streams Ltd,Appstore,https://apps.apple.com/in/app/mint-money-credit-score-loans/id6751579585
595,,www.earlysalary.in,NBFC,Mint Money,HT Digital Streams Ltd,Playstore,https://play.google.com/store/apps/details?id=com.htmintmoney&hl=en_IN?
596,,www.earlysalary.in,NBFC,Mint Money,HT Digital Streams Ltd,Website,https://www.livemint.com/money/loan/personal-loan
597,,www.earlysalary.in,NBFC,Moneycontrol,Moneycontrol Dot Com India Limited,Appstore,https://apps.apple.com/in/app/moneycontrol-markets-news/id408654600
598,,www.earlysalary.in,NBFC,Moneycontrol,Moneycontrol Dot Com India Limited,Playstore,https://play.google.com/store/apps/details?id=com.divum.MoneyControl&hl=en
599,,www.earlysalary.in,NBFC,Moneycontrol,Moneycontrol Dot Com India Limited,Website,https://www.moneycontrol.com/
600,,www.earlysalary.in,NBFC,Nobroker Instacash,Nobroker Technologies Solutions Private Limited,Playstore,https://play.google.com/store/apps/details?id=com.nobroker.loans&hl=en_IN
601,,www.earlysalary.in,NBFC,Nobroker Instacash,Nobroker Technologies Solutions Private Limited,Website,https://www.nobroker.in/instacash/landing?isHybrid=true&hybridActionBar=false&nbFr=New_Home_Page_Banner
602,,www.earlysalary.in,NBFC,One Andro,Andromeda Sales and Distribution Private Limited,Appstore,https://apps.apple.com/in/app/oneandro-loans-insurance/id6478778926
603,,www.earlysalary.in,NBFC,One Andro,Andromeda Sales and Distribution Private Limited,Playstore,https://play.google.com/store/apps/details?id=com.oneandro&hl=en
604,,www.earlysalary.in,NBFC,One Andro,Andromeda Sales and Distribution Private Limited,Website,https://www.andromedaloans.com/terms-of-use-app/
605,,www.earlysalary.in,NBFC,Paisabazar,Paisabazar Marketing and Consulting Pvt Ltd,Appstore,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201
606,,www.earlysalary.in,NBFC,Paisabazar,Paisabazar Marketing and Consulting Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=com.paisabazaar&hl=en
607,,www.earlysalary.in,NBFC,Paisabazar,Paisabazar Marketing and Consulting Pvt Ltd,Website,https://www.paisabazaar.com/
608,,www.earlysalary.in,NBFC,Parkplus,Parviom Technologies Pvt Ltd,Appstore,https://apps.apple.com/in/app/park-rto-parivahan-fastag/id1244749178
609,,www.earlysalary.in,NBFC,Parkplus,Parviom Technologies Pvt Ltd,Playstore,https://play.google.com/store/search?q=park+plus&c=apps&hl=en
610,,www.earlysalary.in,NBFC,Parkplus,Parviom Technologies Pvt Ltd,Website,https://parkplus.io/
611,,www.earlysalary.in,NBFC,Paytm,One97 Communications Limited,Appstore,https://apps.apple.com/in/app/paytm/id473941634
612,,www.earlysalary.in,NBFC,Paytm,One97 Communications Limited,Playstore,https://play.google.com/store/apps/details?id=net.one97.paytm
613,,www.earlysalary.in,NBFC,Paytm,One97 Communications Limited,Website,https://paytm.com/
614,,www.earlysalary.in,NBFC,RU connect,Ruloans Distribution Pvt Ltd,Appstore,https://apps.apple.com/in/app/ruconnect-by-ruloans/id1661321073
615,,www.earlysalary.in,NBFC,RU connect,Ruloans Distribution Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=com.ruloanss&hl=en
616,,www.earlysalary.in,NBFC,RU connect,Ruloans Distribution Pvt Ltd,Website,https://ruconnect.in/
617,,www.earlysalary.in,NBFC,Shopse,Newbazaar Technologies Pvt Ltd,Appstore,https://apps.apple.com/in/app/shopse-shop-now-pay-later/id1501675725
618,,www.earlysalary.in,NBFC,Shopse,Newbazaar Technologies Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=com.shopse.consumer&hl=en_IN
619,,www.earlysalary.in,NBFC,Shopse,Newbazaar Technologies Pvt Ltd,Website,https://www.getshopse.com/
620,,www.earlysalary.in,NBFC,Spoctree,Ausha Digital Pvt Ltd,Website,https://www.spoctree.com/
621,,www.earlysalary.in,NBFC,Supermoney,Scapic Innovations Pvt Ltd,Appstore,https://apps.apple.com/in/app/super-money/id6502597504
622,,www.earlysalary.in,NBFC,Supermoney,Scapic Innovations Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=money.super.payments&hl=en
623,,www.earlysalary.in,NBFC,Supermoney,Scapic Innovations Pvt Ltd,Website,https://super.money/
624,,www.earlysalary.in,NBFC,Tata Neu,Tata Digital Private Limited,Appstore,https://apps.apple.com/in/app/tata-neu-shop-travel-finance/id1584669293
625,,www.earlysalary.in,NBFC,Tata Neu,Tata Digital Private Limited,Playstore,https://play.google.com/store/apps/details?id=com.tatadigital.tcp&hl=en
626,,www.earlysalary.in,NBFC,Tata Neu,Tata Digital Private Limited,Website,https://www.tataneu.com/home
627,,www.earlysalary.in,NBFC,Varthana,Varthana?Finance Private Limited,Website,https://varthana.com/student/lsp/
628,,www.earlysalary.in,NBFC,Wishfin,Mywish Marketplaces Pvt Ltd,Appstore,https://apps.apple.com/in/app/wishfin/id1448228668
629,,www.earlysalary.in,NBFC,Wishfin,Mywish Marketplaces Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=com.mywish.wishfin.view&hl=en
630,,www.earlysalary.in,NBFC,Wishfin,Mywish Marketplaces Pvt Ltd,Website,https://www.wishfin.com/
631,,www.earlysalary.in,NBFC,Zavo,Legalpay Technology Pvt Ltd,Appstore,https://apps.apple.com/in/app/zavo-emi-payments-rewards/id6738023310
632,,www.earlysalary.in,NBFC,Zavo,Legalpay Technology Pvt Ltd,Playstore,https://play.google.com/store/apps/details?id=com.zavo.app&hl=en
633,,www.earlysalary.in,NBFC,Zavo,Legalpay Technology Pvt Ltd,Website,https://www.thezavo.com/
634,,www.earlysalary.in,NBFC,Zet Partner,VISTAS TECHNOLABS PRIVATE LIMITED,Playstore,https://play.google.com/store/apps/details?id=in.onecode.app&referrer=utm_medium%3Dwebsite%26utm_source%3Dgoogle-play
635,,www.earlysalary.in,NBFC,Zet Partner,VISTAS TECHNOLABS PRIVATE LIMITED,Website,https://partner.zetapp.in/
636,ECOFY FINANCE PRIVATE LIMITED (FORMERLY KNOWN AS ACCRETIVE CLEANTECH FINANCE PRIVATE LIMITED),https://www.ecofy.co.in/,NBFC,AHAsolar Technologies Limited,AHAsolar Technologies Limited,Website,https://play.google.com/store/search?q=ahasolar%20on e&c=apps&hl=en
637,,https://www.ecofy.co.in/,NBFC,Autovert Technologies Private Limited,self owned,Website,https://los.dms.autovertplug.com/login
638,,https://www.ecofy.co.in/,NBFC,Husk Power Systems Private Limited,Husk Power Systems Private Limited,Website,https://play.google.com/store/apps/details?id=com.bee m&pli=1
639,,https://www.ecofy.co.in/,NBFC,Lok Suvidha Finance Limited,Lok Suvidha Finance Limited,Google,https://play.google.com/store/apps/details?id=com.loksuvidha.loksuvidhaconsumerapp
640,,https://www.ecofy.co.in/,NBFC,SolarSquare Energy Private Limited,SolarSquare Energy Private Limited,website,https://play.google.com/store/apps/details?id=com.sse. solarpro_referral&hl=en-US&pli=1
641,,https://www.ecofy.co.in/,NBFC,Vidyut Green Labs Pvt Ltd,Vidyut Green Labs Pvt Ltd,website,https://play.google.com/store/apps/details?id=com.vidyuttech.dco&hl=en
642,EDGRO FINANCE PRIVATE LIMITED,https://www.edgrofin.com/ ,NBFC,Bluebear Technology Private Limited (Propelld),Bluebear Technology Private Limited (Propelld),Website,https://propelld.com/ 
643,EIGHT FINANCE PVT. LTD.,Not available,NBFC,Kodo,Kodo Technologies Private Limited,Website,app.kodo.in
644,ENN ENN CAPITAL PRIVATE LIMITED,https://ennenncapital.com/,NBFC,Money Multiplier (Empowered by Seven Fincorp),Noxven Ventures OPC Private Limited,Website,https://www.moneymultiplier.co
645,EPIMONEY PRIVATE LIMITED,https://flexiloans.com/ ,NBFC,bajajfinservmarkets,Bajaj Finserv Direct Limited,Website,https://www.bajajfinservmarkets.in/
646,,https://flexiloans.com/ ,NBFC,Bajaj Finserv Markets Loan App,Bajaj Finserv Direct Limited,Apple Store,https://apps.apple.com/in/app/bajaj-finserv-markets-loan-app/id1482914241 
647,,https://flexiloans.com/ ,NBFC,Bajaj Finserv Markets Loan App,Bajaj Finserv Direct Limited,Google Play Store,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app&hl=en 
648,,https://flexiloans.com/ ,NBFC,Buddy Loan,Bvalue Services Private Limited,Website,https://www.buddyloan.com/ 
649,,https://flexiloans.com/ ,NBFC,Buddy Loan: Personal Loan App,Bvalue Services Private Limited,Apple Store,https://apps.apple.com/in/app/buddy-loan-personal-loan-app/id1552911697 
650,,https://flexiloans.com/ ,NBFC,Buddy Loan: Personal Loan App,Bvalue Services Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.buddyloan.vls&referrer=utm_source%3DWebsite%26utm_medium%3DDownloadButton 
651,,https://flexiloans.com/ ,NBFC,FlexiLoans,Epimoney Private Limited,Website,https://flexiloans.com/ 
652,,https://flexiloans.com/ ,NBFC,FlexiLoans: Business Loans,Epimoney Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.flexiloan&hl=en_IN 
653,,https://flexiloans.com/ ,NBFC,Freedm,FTIPL Payment and Marketing Tech Private Limited,Website,https://freedm.ai/
654,,https://flexiloans.com/ ,NBFC,Paisabazaar,Paisabazaar Marketing and Consulting Private Limited,Website,https://www.paisabazaar.com/ 
655,,https://flexiloans.com/ ,NBFC,"Paisabazaar-Loans,Credit Score ",Paisabazaar Marketing and Consulting Private Limited,Apple Store,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201 
656,,https://flexiloans.com/ ,NBFC,"Paisabazaar-Loans,Credit Score ",Paisabazaar Marketing and Consulting Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.paisabazaar 
657,,https://flexiloans.com/ ,NBFC,Tally,Navmaya Tech Services Private Limited,Website,https://tallycapital.tallysolutions.com/add-on/
658,EPOCH MERCANTILES PRIVATE LIMITED,https://epochmercantiles.com/,NBFC,My Salary Loan,Fintech Cloud Private Limited,Website,https://mysalaryloan.com/
659,EQUENTIA FINANCIAL SERVICE PRIVATE LIMITED,www.credable.in/  ,NBFC,Velocity.in,White Wizard Technologies Pvt Ltd.,website,https://www.velocity.in/ 
660,EQUITAS SMALL FINANCE BANK LIMITED,https://www.equitasbank.in,BANK,Equitas 2.0,Self-owned,Appstore,https://apps.apple.com/in/app/equitas-2-0-savings-fd-more/id6449971923
661,,https://www.equitasbank.in,BANK,Equitas 2.0,Self-owned,Playstore,https://play.google.com/store/apps/details?id=com.equitas.elevate&hl=en_IN
662,,https://www.equitasbank.in,BANK,Equitas Netbanking,Self-owned,Web,?https://ib.equip.equitas.bank.in/
663,EVERLIGHT HOLDING PVT LTD,https://everlightholdings.com/,NBFC,Credcashy,TRANSITECH IT SERVICES PRIVATE LIMITED,Google Play Store and Apple App Store,https://credcashy.com/
664,"EXCELLENT CO-OP.BANK LTD., MUMBAI",www.excellentbankltd.com,BANK,Mobile Banking,My Card Solutions Pvt Ltd,Play Store,Play Store - Excellent Co-op Bank Ltd
665,EXUDE VINCOM PRIVATE LIMITED,https://www.exudevincom.com,NBFC,CredMe,Delviant AI Labs Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.delviant.credme
666,,https://www.exudevincom.com,NBFC,CredMe,Delviant AI Labs Private Limited,Website,https://www.credme.in
667,FDPL FINANCE PRIVATE LIMITED,https://www.fdplfinance.com/,NBFC,Aadi Finance,SUMTI VISTA VENTURES LLP,Website,https://www.aadifinance.com/
668,,https://www.fdplfinance.com/,NBFC,Airpay Capital,Airpay Payment Services Private Limited,Playstore,https://play.google.com/store/apps/details?id=com.airpay.capital
669,,https://www.fdplfinance.com/,NBFC,Airpay Capital,Airpay Payment Services Private Limited,Website,https://www.airpay.capital/
670,,https://www.fdplfinance.com/,NBFC,AryseFin,Vibhuprada Services Private Limited,Website,https://arysefin.com/
671,,https://www.fdplfinance.com/,NBFC,Bachatt,Trusave Fintech Pvt Ltd,App Store,https://apps.apple.com/in/app/bachatt-daily-fd-mutual-fund/id6749962231
672,,https://www.fdplfinance.com/,NBFC,Bachatt,Trusave Fintech Pvt Ltd,Play Store,https://play.google.com/store/apps/details?id=app.bachatt.customer
673,,https://www.fdplfinance.com/,NBFC,Bachatt,Trusave Fintech Pvt Ltd,Website,https://bachatt.app/
674,,https://www.fdplfinance.com/,NBFC,BharatNXT,FCAP TECHNOLOGIES PRIVATE LIMITED,BharatNXT,https://play.google.com/store/apps/details?id=com.fcap.bharatnxt&hl=en_IN https://apps.apple.com/in/app/bharatnxt-business-payment-app/id1627695125
675,,https://www.fdplfinance.com/,NBFC,Cashkuber,ZV Consultant LLP,Website,https://cashkuber.com/
676,,https://www.fdplfinance.com/,NBFC,Choice Connect,Choice Connect Private Limited,App Store,https://apps.apple.com/in/app/choice-connect/id1668969201?l=mr
677,,https://www.fdplfinance.com/,NBFC,Choice Connect,Choice Connect Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.choicebroking.choiceconnect&hl=en_IN
678,,https://www.fdplfinance.com/,NBFC,Choice Connect,Choice Connect Private Limited,Website,https://choiceconnect.in/
679,,https://www.fdplfinance.com/,NBFC,Cover Mantra,CoverMantra Services Private Limited ,Play Store,https://play.google.com/store/apps/details?id=com.covermantra.loan
680,,https://www.fdplfinance.com/,NBFC,Cover Mantra,CoverMantra Services Private Limited ,Website,https://www.covermantra.com/
681,,https://www.fdplfinance.com/,NBFC,CP Advisor,Chetan Pal Advisor Digital Private Limited,Website,https://cpadvisordigital.in/home-1
682,,https://www.fdplfinance.com/,NBFC,CreditFit,CreditMantri Finserve Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.creditmantri&hl=en_IN
683,,https://www.fdplfinance.com/,NBFC,CreditHaat,Vibhuprada Services Private Limited,Website,https://www.credithaat.com/
684,,https://www.fdplfinance.com/,NBFC,CreditMantri ,CreditMantri Finserve Private Limited,Website,https://www.creditmantri.com/
685,,https://www.fdplfinance.com/,NBFC,Credo Cash,Keish Commerce Private Limited,Website,https://credocash.com/
686,,https://www.fdplfinance.com/,NBFC,DigitMoney,DigitMoney Technologies Private Limited,Website,https://digitmoney.in/
687,,https://www.fdplfinance.com/,NBFC,FatakPay,FatakPay Digital Private Limited,Apple Appstore,https://apps.apple.com/in/app/fatakpay/id6468567795
688,,https://www.fdplfinance.com/,NBFC,FatakPay,FatakPay Digital Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.fatakpay&gl=in
689,,https://www.fdplfinance.com/,NBFC,FatakPay,FatakPay Digital Private Limited,Website,https://fatakpay.com/
690,,https://www.fdplfinance.com/,NBFC,FixoFin,AMMO Digital LLP,Play Store,https://play.google.com/store/apps/details?id=ammodigital.fixofin
691,,https://www.fdplfinance.com/,NBFC,FixoFin,AMMO Digital LLP,Website,https://fixofin.com
692,,https://www.fdplfinance.com/,NBFC,FlipItMoney,Entorq Technologies Private Limited,Apple Appstore,https://apps.apple.com/in/app/flipitmoney-flipitnews/id1554308443
693,,https://www.fdplfinance.com/,NBFC,FlipItMoney,Entorq Technologies Private Limited,Google Play Store,https://play.google.com/store/apps/details?id=com.flipitnews.finance&hl=en_IN
694,,https://www.fdplfinance.com/,NBFC,FlipItMoney,Entorq Technologies Private Limited,Website,https://flipit.money 
695,,https://www.fdplfinance.com/,NBFC,GoCredit,Vijayalakshmi Technology Infinity NKB Private Limited,Play Store,https://play.google.com/store/apps/details?id=money.gocredit.ai
696,,https://www.fdplfinance.com/,NBFC,GoCredit,Vijayalakshmi Technology Infinity NKB Private Limited,Website,https://www.gocredit.money/
697,,https://www.fdplfinance.com/,NBFC,GoodScore,??Arthvit 1809 Tech Private Limited,Apple store,https://apps.apple.com/in/app/goodscore-credit-score-app/id6654923902
698,,https://www.fdplfinance.com/,NBFC,GoodScore,??Arthvit 1809 Tech Private Limited,Play store,https://play.google.com/store/apps/details?id=com.rupicard.score
699,,https://www.fdplfinance.com/,NBFC,Gromo,Vitrak Technologies Private Limited,Website,"https://gromo.in/, https://indiasales.club/"
700,,https://www.fdplfinance.com/,NBFC,KeshvaCredit,KeshvaCredit Services Private Limited,Website,https://www.keshvacredit.com/
701,,https://www.fdplfinance.com/,NBFC,Krux Finance,Raganan Technologies Private Limited,Website,https://www.kruxfinance.com/
702,,https://www.fdplfinance.com/,NBFC,LoanSparrow,True Focus Consultant Solution LLp,Website,https://loansparrow.com/
703,,https://www.fdplfinance.com/,NBFC,Netambit,Netambit Value first Services Pvt. Ltd.,Website,www.netambit.net
704,,https://www.fdplfinance.com/,NBFC,Nivi Loans,Profirst Fincare Private Limited,Website,https://niviloans.com/
705,,https://www.fdplfinance.com/,NBFC,Ratecut,Leverse Labs Private Limited,Website,https://www.ratecut.in
706,,https://www.fdplfinance.com/,NBFC,RupeeQ ,Intuino Business consulting India Private Limited,Google Playstore,https://play.google.com/store/apps/details?id=com.rupeeq.app
707,,https://www.fdplfinance.com/,NBFC,RupeeQ ,Intuino Business consulting India Private Limited,Website,https://rupeeq.com/
708,,https://www.fdplfinance.com/,NBFC,SalarySe ,Critical Path Technologies Private Limited,App Store,https://apps.apple.com/in/app/salaryse/id6471236999
709,,https://www.fdplfinance.com/,NBFC,SalarySe ,Critical Path Technologies Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.salaryse.android
710,,https://www.fdplfinance.com/,NBFC,SalarySe ,Critical Path Technologies Private Limited,Website,https://www.salaryse.com/
711,,https://www.fdplfinance.com/,NBFC,Swipe Loan,KGIL Fintech Solutions Pvt Ltd,Play Store,https://play.google.com/store/apps/details?id=com.kgil.swipeloan
712,,https://www.fdplfinance.com/,NBFC,Swipe Loan,KGIL Fintech Solutions Pvt Ltd,Website,https://swipeloan.in
713,,https://www.fdplfinance.com/,NBFC,Urban Money,Urban Money Private Limited,App Store,https://apps.apple.com/in/app/urban-money/id6761172509
714,,https://www.fdplfinance.com/,NBFC,Urban Money,Urban Money Private Limited,Website,https://www.urbanmoney.com
715,,https://www.fdplfinance.com/,NBFC,Vitto,Uthaan Technologies Private Limited,Google Play,https://play.google.com/store/apps/details?id=ai.microfinance.vitto
716,,https://www.fdplfinance.com/,NBFC,Vitto,Uthaan Technologies Private Limited,Website,https://www.vitto.money/
717,,https://www.fdplfinance.com/,NBFC,WeCredit,QuantumX Global Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.wecredit.Wecredit&hl=en_IN
718,,https://www.fdplfinance.com/,NBFC,WeCredit,QuantumX Global Private Limited,Website,https://wecredit.co.in/
719,,https://www.fdplfinance.com/,NBFC,Yubi Markets,Yubi Markets Private Limited,Website,https://yubimarkets.com/lending/
720,,https://www.fdplfinance.com/,NBFC,Zavo,LegalPay Technology Pvt Ltd,Play Store,https://play.google.com/store/apps/details?id=com.zavo.app&hl=en-US&pli=1
721,,https://www.fdplfinance.com/,NBFC,Zavo,LegalPay Technology Pvt Ltd,Website,https://www.thezavo.com/
722,,https://www.fdplfinance.com/,NBFC,ZET,ZET Technolabs Private Limited,App Store,https://apps.apple.com/in/app/zet-build-your-credit-score/id6736613540
723,,https://www.fdplfinance.com/,NBFC,ZET,ZET Technolabs Private Limited,Play Store,https://play.google.com/store/apps/details?id=in.magnetapp&hl=en_IN
724,,https://www.fdplfinance.com/,NBFC,ZET,ZET Technolabs Private Limited,Website,https://zetapp.in/
725,FEDERAL BANK LTD,https://www.federalbank.co.in/bajaj-finserv-direct-limited,BANK,Bajaj Markets,Bajaj Finserv Direct Limited  ,https://www.bajajfinservmarkets.in/loans/personal-loan/federal-bank-personal-loan.html,https://apps.apple.com/in/app/bajaj-markets-instant-loan-app/id1482914241
726,,https://www.federalbank.co.in/bajaj-finserv-direct-limited,BANK,Bajaj Markets,Bajaj Finserv Direct Limited  ,https://www.bajajfinservmarkets.in/loans/personal-loan/federal-bank-personal-loan.html,https//play.google.com/store/apps/details?id=in.bajajfinservmarkets.app
727,,https://www.federalbank.co.in/digital-personal-loans-epifi,BANK,FiMoney,EpiFi Technologies Private Limited  ,App:(Android)  Fi Money,iOS: https://apps.apple.com/in/app/bajaj-markets-instant-loan-app/id1482914241
728,,https://www.federalbank.co.in/digital-personal-loans-epifi,BANK,FiMoney,EpiFi Technologies Private Limited  ,https://fi.money/FAQs/about-fi/general-info/how-do-i-register-a-complaint-with-fi-money ,Android: https://play.google.com/store/apps/details?id=com.epifi.paisa
729,,https://www.federalbank.co.in/personal-loans-paytm,BANK,Paytm,One97 Communications Limited,Available on Andriod Play Store ,https://apps.apple.com/in/app/paytm-secure-upi-payments/id473941634
730,,https://www.federalbank.co.in/personal-loans-paytm,BANK,Paytm,One97 Communications Limited,Available on Andriod Play Store ,https://play.google.com/store/apps/details?id=net.one97.paytm
731,,https://www.federal.bank.in/digital-personal-loans-paisa-bazaar,BANK,PaisaBazaar Application,Paisabazaar Marketing & Consulting Private Limited ,Website:https://www.paisabazaar.com/federal-bank/personal-loan/ App: (Android) Paisabazaar,https://play.google.com/store/apps/details?id=com.paisabazaar
732,,https://www.federal.bank.in/digital-personal-loans-paisa-bazaar,BANK,PaisaBazaar Application,Paisabazaar Marketing & Consulting Private Limited ,Website:https://www.paisabazaar.com/federal-bank/personal-loan/ App: (iOS)  Paisabazaar,https://apps.apple.com/in/app/paisabazaar-com-loans-cards/id1029403201
733,,www.federalbank.co.in,BANK,Digital personal loan,Self-owned,website,https://personalloan.federalbank.co.in/#/entry
734,FINAGLE FINANCIAL SERVICES PRIVATE LIMITED, https://www.finaglenbfc.com/,NBFC,Anytime Rupee,Pi Credit Services Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.anytimerupee
735,, https://www.finaglenbfc.com/,NBFC,MoneyDot,YRS Solutions,Play Store,https://play.google.com/store/apps/details?id=com.yrs.moneydot
736,, https://www.finaglenbfc.com/,NBFC,TezCredit,Finagle Financial Services Private Limited,Play Store,https://play.google.com/store/apps/details?id=com.tezcredit.app&hl=en-US
737,, https://www.finaglenbfc.com/,NBFC,TezCredit,Finagle Financial Services Private Limited,Website,https://tezcredit.com/
738,FINALEAP FINSERV PVT LTD,https://finaleap.com,NBFC,CASHO,Finaleap Finserv Private Limited,Website,https://mycasho.com/
