app_name,developer_name,group_label,directory_status,source_url,app_url,contacts_permission,call_logs_permission,sms_permission,media_permission,named_regulated_lender,apr_disclosed,developer_website_present,physical_address_present,company_email_domain,app_age_days,days_since_update,installs,rating,complaint_rate,name_similarity,feature_source_date,feature_source_note,collection_status
"App Store: Axis Mobile: Pay, Invest & UPI",AXIS BANK LIMITED,Verified,Listed,https://apps.apple.com/in/app/axis-bank-mobile-banking/id699582556,https://apps.apple.com/in/app/axis-bank-mobile-banking/id699582556,,,,,,,,,,,,,,,,,,Pending
Svcl Sarthi,S V Creditline Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.svcl.sarthi,https://play.google.com/store/apps/details?id=com.svcl.sarthi,,,,,,,,,,,,,,,,,,Pending
E- OD/DL against FD/RD(PNB One App),PUNJAB NATIONAL BANK,Verified,Listed,PNB ONE APP,PNB ONE APP,,,,,,,,,,,,,,,,,,Pending
Online Gold Loan : Rupeek,Rupeek Fintech Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.rupeek.customer&hl=en_IN&pli=1,https://play.google.com/store/apps/details?id=com.rupeek.customer&hl=en_IN&pli=1,,,,,,,,,,,,,,,,,,Pending
Apollo Cash,APOLLO FINVEST (INDIA) LTD.,Verified,Listed,https://play.google.com/store/,https://play.google.com/store/,,,,,,,,,,,,,,,,,,Pending
RupeeGo,CODETHRUST TECHNOLOGIES PRIVATE LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=com.codethrust.rupeego,https://play.google.com/store/apps/details?id=com.codethrust.rupeego,,,,,,,,,,,,,,,,,,Pending
FUNDLY,Ardour Analytics Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.fundly.fundly,https://play.google.com/store/apps/details?id=com.fundly.fundly,,,,,,,,,,,,,,,,,,Pending
RupeeQ,Intuino Business consulting India Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.rupeeq.app,https://play.google.com/store/apps/details?id=com.rupeeq.app,,,,,,,,,,,,,,,,,,Pending
GST Sahay,PUNJAB NATIONAL BANK,Verified,Listed,https://gstsahay.mypnb.in,https://gstsahay.mypnb.in,,,,,,,,,,,,,,,,,,Pending
Bajaj Finserv Markets LoanApp,BAJAJ FINSERV DIRECT LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app,https://play.google.com/store/apps/details?id=in.bajajfinservmarkets.app,,,,,,,,,,,,,,,,,,Pending
Bharat Khata,GREENIZON AGRITECH CONSULTANCY PRIVATE LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=com.bharatkhata.erp&hl=en_IN,https://play.google.com/store/apps/details?id=com.bharatkhata.erp&hl=en_IN,,,,,,,,,,,,,,,,,,Pending
Kreditbuddha,Vimanotech India Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.vimanotech.kreditbuddha,https://play.google.com/store/apps/details?id=com.vimanotech.kreditbuddha,,,,,,,,,,,,,,,,,,Pending
Loanmax,LOANMAX ADVISORY LLP,Verified,Listed,https://play.google.com/store/apps/details?id=com.loanmax&hl=en_IN,https://play.google.com/store/apps/details?id=com.loanmax&hl=en_IN,,,,,,,,,,,,,,,,,,Pending
Lendingkart: Business Loan App,Lendingkart Technologies private limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.LendingKart,https://play.google.com/store/apps/details?id=com.LendingKart,,,,,,,,,,,,,,,,,,Pending
PNB Digi Suryaghar,PUNJAB NATIONAL BANK,Verified,Listed,https://digisuryaghar.pnb.in/,https://digisuryaghar.pnb.in/,,,,,,,,,,,,,,,,,,Pending
KREDBHARAT,TWOMINUTES FINTECH PRIVATE LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=com.twominutesfintech,https://play.google.com/store/apps/details?id=com.twominutesfintech,,,,,,,,,,,,,,,,,,Pending
SLiQ App,Valuenable Pvt. Ltd.,Verified,Listed,https://play.google.com/store/apps/details?id=com.valuenable.las,https://play.google.com/store/apps/details?id=com.valuenable.las,,,,,,,,,,,,,,,,,,Pending
LOAN TAP,LoanTap Financial Technologies Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=in.loantap.app&hl=en_IN,https://play.google.com/store/apps/details?id=in.loantap.app&hl=en_IN,,,,,,,,,,,,,,,,,,Pending
Cashvia,GROW MONEY CAPITAL PVT LTD (FORMERLY ECLEAR LEASING & FINANCE PVT LTD),Verified,Listed,https://play.google.com/store/apps/details?id=com.cashvia,https://play.google.com/store/apps/details?id=com.cashvia,,,,,,,,,,,,,,,,,,Pending
GoCredit,Vijayalakshmi Technology Infinity NKB Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=money.gocredit.ai,https://play.google.com/store/apps/details?id=money.gocredit.ai,,,,,,,,,,,,,,,,,,Pending
Khatabook,ADJ Utility Apps Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.vaibhavkalpe.android.khatabook&pcampaignid=web_share,https://play.google.com/store/apps/details?id=com.vaibhavkalpe.android.khatabook&pcampaignid=web_share,,,,,,,,,,,,,,,,,,Pending
ACHIIEVERS QUICK GOLD LOAN,ACHIIEVERS FINANCE INDIA PRIVATE LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=com.dimensions.liveloancustomerafil,https://play.google.com/store/apps/details?id=com.dimensions.liveloancustomerafil,,,,,,,,,,,,,,,,,,Pending
Pice,Nanosecond Technologies Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=one.pice.pice_business_loan,https://play.google.com/store/apps/details?id=one.pice.pice_business_loan,,,,,,,,,,,,,,,,,,Pending
PaisaBazaar Application,Paisabazaar Marketing & Consulting Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.paisabazaar,https://play.google.com/store/apps/details?id=com.paisabazaar,,,,,,,,,,,,,,,,,,Pending
Airtel App,Xtelify Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.myairtelapp&hl=en_IN&gl=US,https://play.google.com/store/apps/details?id=com.myairtelapp&hl=en_IN&gl=US,,,,,,,,,,,,,,,,,,Pending
Liquify App,Sumanju Technologies Pvt. Ltd.,Verified,Listed,https://play.google.com/store/apps/details?id=com.liquify,https://play.google.com/store/apps/details?id=com.liquify,,,,,,,,,,,,,,,,,,Pending
FriendLoan: Business Loan App,SAMPATHI CREDITS PRIVATE LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=in.fl.ul.lead,https://play.google.com/store/apps/details?id=in.fl.ul.lead,,,,,,,,,,,,,,,,,,Pending
EmergencyPaisa,Suburban Finance & Investment Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.suburban.emergency_paisa&hl=en_IN,https://play.google.com/store/apps/details?id=com.suburban.emergency_paisa&hl=en_IN,,,,,,,,,,,,,,,,,,Pending
SalaryMantra,Delviant AI Labs Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.salarymantra.app,https://play.google.com/store/apps/details?id=com.salarymantra.app,,,,,,,,,,,,,,,,,,Pending
Parkplus ( via Upswing),Parviom Technologies Private Limited (through LSP - Upswing Financial Technologies Private Limited),Verified,Listed,https://886bc.app.link/3YdXY305ilb?_p=c11029cb9f1c65f5e0038cfce8,https://886bc.app.link/3YdXY305ilb?_p=c11029cb9f1c65f5e0038cfce8,,,,,,,,,,,,,,,,,,Pending
Loantap - Personal Loan App,LoanTap Financial Technologies Pvt. Ltd. (LSP on behalf of I-LOAN CREDIT PRIVATE LIMITED – NBFC),Verified,Listed,https://play.google.com/store/apps/details?id=in.loantap.app,https://play.google.com/store/apps/details?id=in.loantap.app,,,,,,,,,,,,,,,,,,Pending
LOANZO,FINALOP TRADE LINKS SOLUTIONS PRIVATE LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=com.finlop.loanzo,https://play.google.com/store/apps/details?id=com.finlop.loanzo,,,,,,,,,,,,,,,,,,Pending
PaisaCash-Personal Credit,NAPEAN FINVEST PVT. LTD.,Verified,Listed,https://play.google.com/store/apps/details?id=com.paisacash.loan,https://play.google.com/store/apps/details?id=com.paisacash.loan,,,,,,,,,,,,,,,,,,Pending
Mobile Banking,My Card Solutions Pvt Ltd,Verified,Listed,Play Store - Excellent Co-op Bank Ltd,Play Store - Excellent Co-op Bank Ltd,,,,,,,,,,,,,,,,,,Pending
Finshell Pay,Growhiz Technologies Pvt Ltd,Verified,Listed,https://play.google.com/store/search?q=finshell&c=apps&hl=en,https://play.google.com/store/search?q=finshell&c=apps&hl=en,,,,,,,,,,,,,,,,,,Pending
Credit Mines,MAHAN INDUSTRIES LIMITED,Verified,Listed,https://play.google.com/store/apps/details?id=com.creditmines&pcampaignid=web_share,https://play.google.com/store/apps/details?id=com.creditmines&pcampaignid=web_share,,,,,,,,,,,,,,,,,,Pending
Titan Fincorp,Vimanotech India Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.vimanotech.titanfincorp,https://play.google.com/store/apps/details?id=com.vimanotech.titanfincorp,,,,,,,,,,,,,,,,,,Pending
IRIS,YES BANK LTD.,Verified,Listed,https://apps.apple.com/in/app/iris-by-yes-bank-mobile-app/id1575064171,https://apps.apple.com/in/app/iris-by-yes-bank-mobile-app/id1575064171,,,,,,,,,,,,,,,,,,Pending
Flexipayment,Value Growth Fintech Solutions Private Limited,Verified,Listed,https://app.flexipayment.in/scf,https://app.flexipayment.in/scf,,,,,,,,,,,,,,,,,,Pending
YES Race,YES BANK LTD.,Verified,Listed,https://www.yes.bank.in/yes-bank-loans/loan-in-seconds,https://www.yes.bank.in/yes-bank-loans/loan-in-seconds,,,,,,,,,,,,,,,,,,Pending
DigitMoney,DigitMoney Technologies Private Limited,Verified,Listed,https://digitmoney.in/,https://digitmoney.in/,,,,,,,,,,,,,,,,,,Pending
"INDmoney: Stocks, Mutual funds",FINZOOMERS SERVICES PRIVATE LIMITED,Verified,Listed,https://apps.apple.com/in/app/indmoney-stocks-mutual-fund/id1450178837,https://apps.apple.com/in/app/indmoney-stocks-mutual-fund/id1450178837,,,,,,,,,,,,,,,,,,Pending
Pre Approved Personal Loan,PUNJAB NATIONAL BANK,Verified,Listed,https://instaloans.pnb.bank.in/personal-loan/verify-customer#!,https://instaloans.pnb.bank.in/personal-loan/verify-customer#!,,,,,,,,,,,,,,,,,,Pending
Rupee Raftar,NAMAN FINLEASE PVT. LTD.,Verified,Listed,https://rupeeraftaar.com/,https://rupeeraftaar.com/,,,,,,,,,,,,,,,,,,Pending
CreditMitra,Samcint Solutins Private Limited,Verified,Listed,To be made available once it is live in App store,To be made available once it is live in App store,,,,,,,,,,,,,,,,,,Pending
BFL Website,BAJAJ FINANCE LTD.,Verified,Listed,www.bajajfinserv.in,www.bajajfinserv.in,,,,,,,,,,,,,,,,,,Pending
Expessoloan,Fintech Cloud Private Limited,Verified,Listed,https://expressoloan.com/,https://expressoloan.com/,,,,,,,,,,,,,,,,,,Pending
Edufin,Advansure tech Pvt Ltd* (No fresh sourcing from LSP arrangement),Verified,Listed,https://www.edufin.in,https://www.edufin.in,,,,,,,,,,,,,,,,,,Pending
E-Platform,BANK OF INDIA,Verified,Listed,https://staraks.bankofindia.bank.in,https://staraks.bankofindia.bank.in,,,,,,,,,,,,,,,,,,Pending
Loan Doc,Nexupport Services Private Limited,Verified,Listed,https://www.loandock.co.in/,https://www.loandock.co.in/,,,,,,,,,,,,,,,,,,Pending
"Fibe Quick, Easy Personal Loan",Social Worth Technologies Ltd,Verified,Listed,Fibe Instant Personal Loan App on the??App Store?,Fibe Instant Personal Loan App on the??App Store?,,,,,,,,,,,,,,,,,,Pending
KreditBee - Instant Personal Loan Online,Finnovation Tech Solutions Private Limited,Verified,Listed,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.kreditbee.android,https://global.app.mi.com/details?lo=IN&la=en_US&id=com.kreditbee.android,,,,,,,,,,,,,,,,,,Pending
Bank's website,IDBI Bank Ltd,Verified,Listed,www.idbibank.in/personal-loan.aspx,www.idbibank.in/personal-loan.aspx,,,,,,,,,,,,,,,,,,Pending
IndiaLends - Instant Loan App,GC Web Ventures Private Limited,Verified,Listed,https://apps.apple.com/us/app/indialends-instant-loan-app/id1163514601,https://apps.apple.com/us/app/indialends-instant-loan-app/id1163514601,,,,,,,,,,,,,,,,,,Pending
PaapaPay,Tempora Mutantur Private Limited,Verified,Listed,https://paapapay.in,https://paapapay.in,,,,,,,,,,,,,,,,,,Pending
PennyDrop,SHANKAR FININVEST (P) LTD.,Verified,Listed,www.pennydrop.in,www.pennydrop.in,,,,,,,,,,,,,,,,,,Pending
Navi Finserv Limited,Navi Finserv Limited,Verified,Listed,http://navi.com/pl,http://navi.com/pl,,,,,,,,,,,,,,,,,,Pending
Leo 1,Gajju Technologies Private Limited* (No fresh sourcing from LSP arrangement),Verified,Listed,https://www.leo1.in,https://www.leo1.in,,,,,,,,,,,,,,,,,,Pending
Salary Setu,AMPIRE FINANCE PRIVATE LIMITED (EARLIER KNOWN AS MAULESH INVESTMENTS PRIVATE LIMITED),Verified,Listed,https://salarysetu.com/,https://salarysetu.com/,,,,,,,,,,,,,,,,,,Pending
Truepay,JAIN FINSCAP PRIVATE LIMITED,Verified,Listed,https://jain-fintech-assets.s3.us-east-1.amazonaws.com/Application/Truepay.apk,https://jain-fintech-assets.s3.us-east-1.amazonaws.com/Application/Truepay.apk,,,,,,,,,,,,,,,,,,Pending
"Smallcase: Stocks, MFs, FDs App",Essential Investment Managers Pvt. Ltd.,Verified,Listed,https://apps.apple.com/in/app/smallcase-stocks-mfs-fds/id1345309437,https://apps.apple.com/in/app/smallcase-stocks-mfs-fds/id1345309437,,,,,,,,,,,,,,,,,,Pending
Monedo Financial Services Private Limited,Monedo Financial services private Limited,Verified,Listed,not.applicable,not.applicable,,,,,,,,,,,,,,,,,,Pending
Fast Paisa,AMPIRE FINANCE PRIVATE LIMITED( FORMERLY KNOWN AS MAULESH INVESTMENT PRIVATE LTD),Verified,Listed,https://fastpaise.in/,https://fastpaise.in/,,,,,,,,,,,,,,,,,,Pending
Bitrocket by CheQ,Bitrocket Labs Private Limited,Verified,Listed,https://cheq.onelink.me/3UIC/kqzbhgy0,https://cheq.onelink.me/3UIC/kqzbhgy0,,,,,,,,,,,,,,,,,,Pending
Myinstafunds,B.P. SECURITIES (INDIA) PVT. LTD.,Verified,Listed,https://www.myinstafunds.com/,https://www.myinstafunds.com/,,,,,,,,,,,,,,,,,,Pending
Aspire Fintech Private Limited (Web based paltform),Aspire Fintech Private Limited,Verified,Listed,apply.letsaspire.in,apply.letsaspire.in,,,,,,,,,,,,,,,,,,Pending
Jodo?,Bharosepe Technology Services Pvt Ltd.* (No fresh sourcing from LSP arrangement),Verified,Listed,https://www.jodo.in,https://www.jodo.in,,,,,,,,,,,,,,,,,,Pending
Credfin: Instant Personal Loans,Credfin Services Private Limited,Verified,Listed,https://play.google.com/store/apps/details?id=com.credfin.money,https://play.google.com/store/apps/details?id=com.credfin.money,,,,,,,,,,,,,,,,,,Pending
Buddy Loan,Bvalue Services Private Limited,Verified,Listed,https://www.buddyloan.com/,https://www.buddyloan.com/,,,,,,,,,,,,,,,,,,Pending
RupyMart,Rupymart Tech Private Limited,Verified,Listed,https://rupymart.com,https://rupymart.com,,,,,,,,,,,,,,,,,,Pending
Manipal Fintech - Loan App,Manipal Fintech Private Limited,Verified,Listed,,,,,,,,,,,,,,,,,,,,Pending
ZET,ZET Technolabs Private Limited,Verified,Listed,https://apps.apple.com/in/app/zet-build-your-credit-score/id6736613540,https://apps.apple.com/in/app/zet-build-your-credit-score/id6736613540,,,,,,,,,,,,,,,,,,Pending
QuickPaisa Fintech Private Limited,QuickPaisa Fintech Private Limited,Verified,Listed,https://apps.apple.com/in/app/quickpaisa-get-loan-get-reward/id6752324494,https://apps.apple.com/in/app/quickpaisa-get-loan-get-reward/id6752324494,,,,,,,,,,,,,,,,,,Pending
One Andro,Andromeda Sales and Distribution Private Limited,Verified,Listed,https://apps.apple.com/in/app/oneandro-loans-insurance/id6478778926,https://apps.apple.com/in/app/oneandro-loans-insurance/id6478778926,,,,,,,,,,,,,,,,,,Pending
Apply for Credit Card,PUNJAB NATIONAL BANK,Verified,Listed,https://apply.creditcard.pnb.bank.in,https://apply.creditcard.pnb.bank.in,,,,,,,,,,,,,,,,,,Pending
Ananda Dairy Limited,ANANDA DAIRY LIMITED,Verified,Listed,https://ananda.in,https://ananda.in,,,,,,,,,,,,,,,,,,Pending
MyMoneyMantra: Loans & Cards,MyMoneyMantra Fintech Private Limited,Verified,Listed,https://apps.apple.com/in/app/mymoneymantra-loans-cards/id1568452714,https://apps.apple.com/in/app/mymoneymantra-loans-cards/id1568452714,,,,,,,,,,,,,,,,,,Pending
Suvron,Shantilekh Global Technology Private Limited,Verified,Listed,to be published,to be published,,,,,,,,,,,,,,,,,,Pending
Moneycontrolpay,Moneycontrol Dot Com India Limited,Verified,Listed,https://www.moneycontrolpay.com/,https://www.moneycontrolpay.com/,,,,,,,,,,,,,,,,,,Pending
Digital Lending Platform,Canara Bank,Verified,Listed,https://portal.digiloans.canarabank.in/LoanPortal/,https://portal.digiloans.canarabank.in/LoanPortal/,,,,,,,,,,,,,,,,,,Pending
PM Vidya Laxmi,Canara Bank,Verified,Listed,https://pmvidyalaxmi.co.in/,https://pmvidyalaxmi.co.in/,,,,,,,,,,,,,,,,,,Pending
"PhonePe: UPI, Payments, Recharge",PHONEPE LENDING SERVICES PRIVATE LIMITED,Verified,Listed,https://apps.apple.com/in/app/phonepe-secure-payments-app/id1170055821,https://apps.apple.com/in/app/phonepe-secure-payments-app/id1170055821,,,,,,,,,,,,,,,,,,Pending
Flipkart App,Flipkart Internet Private Limited(DLA),Verified,Listed,https://apps.apple.com/in/app/flipkart-online-shopping-app/id742044692,https://apps.apple.com/in/app/flipkart-online-shopping-app/id742044692,,,,,,,,,,,,,,,,,,Pending
PAISA UDHAR,JUNOON CAPITAL SERVICES (P) LTD.,Verified,Listed,https://www.paisaudhar.com,https://www.paisaudhar.com,,,,,,,,,,,,,,,,,,Pending
Dhanrishi,Fintech Cloud Private Limited,Verified,Listed,https://dhanrishi.com/,https://dhanrishi.com/,,,,,,,,,,,,,,,,,,Pending
Lionlender-Loan App,Lionlender Finance Private Limited,Verified,Listed,https://lionlender.in/,https://lionlender.in/,,,,,,,,,,,,,,,,,,Pending
PQPL,BANK OF MAHARASHTRA,Verified,Listed,https://bomdigitalloans.bankofmaharashtra.bank.in/#/layout/papl/login?bom,https://bomdigitalloans.bankofmaharashtra.bank.in/#/layout/papl/login?bom,,,,,,,,,,,,,,,,,,Pending
ActLoan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
AgMoney,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
NiceCash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
CashLender,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
QuickRupee,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
leading cash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
TopCash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
CreditEasy,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
InhanCash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
KeyBorrow,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Rushloan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
CaymanCash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Loan Union,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
instant loan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Urupee,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
CashYes,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
RupeeUp,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
RupeeYes,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Cashfull,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Dreamloan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Grandloan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
HopeLoan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
KreditLoan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Leloloan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
LendNow,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
PunchMoney,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
RocLoan,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
HavCash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
QuickCash,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Cashere,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Cash delivery,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
BusyAnt,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
Cash Dove,,Risky,Not listed (exact-name check against project RBI copy),https://www.rbi.org.in/scripts/FS_PressRelease.aspx?prid=57801,,,,,,,,,,,,,,,,,,,Pending
